Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/27/15,West Virginia,Neutral,72,San Diego State,50,,Neutral Site,Win,22,13.27,7.10,Division 1
11/27/15,San Diego State,Neutral,50,West Virginia,72,,Neutral Site,Loss,-22,7.10,13.27,Division 1
11/27/15,Kentucky,Neutral,84,South Florida,63,,Neutral Site,Win,21,10.90,-8.00,Division 1
11/27/15,East Carolina,Neutral,93,Stetson,73,,Neutral Site,Win,20,-3.21,-3.03,Division 1
11/27/15,Stanford,Neutral,69,Arkansas,66,,Neutral Site,Win,3,1.56,4.55,Division 1
11/27/15,George Washington,Neutral,73,Tennessee,70,,Neutral Site,Win,3,7.33,-0.52,Division 1
11/27/15,Stetson,Neutral,73,East Carolina,93,,Neutral Site,Loss,-20,-3.03,-3.21,Division 1
11/27/15,Southern Illinois,Neutral,66,Texas-El Paso,71,,Neutral Site,Loss,-5,4.42,2.33,Division 1
11/27/15,South Florida,Neutral,63,Kentucky,84,,Neutral Site,Loss,-21,-8.00,10.90,Division 1
11/27/15,Arkansas,Neutral,66,Stanford,69,,Neutral Site,Loss,-3,4.55,1.56,Division 1
11/27/15,Texas-El Paso,Neutral,71,Southern Illinois,66,,Neutral Site,Win,5,2.33,4.42,Division 1
11/27/15,Charlotte,Neutral,66,Washington,71,,Neutral Site,Loss,-5,-1.69,3.10,Division 1
11/27/15,Richmond,Neutral,94,University of California,90,,Neutral Site,Win,4,3.34,9.07,Division 1
11/27/15,Chicago State,Neutral,65,Jacksonville State,68,,Neutral Site,Loss,-3,-9.57,-4.32,Division 1
11/27/15,Washington,Neutral,71,Charlotte,66,,Neutral Site,Win,5,3.10,-1.69,Division 1
11/27/15,Boston College,Neutral,67,UC-Irvine,80,,Neutral Site,Loss,-13,-8.93,4.73,Division 1
11/27/15,Baylor,Home,94,Arkansas State,72,Away,,Win,22,8.73,-2.13,Division 1
11/27/15,University of California,Neutral,90,Richmond,94,,Neutral Site,Loss,-4,9.07,3.34,Division 1
11/27/15,UC-Irvine,Neutral,80,Boston College,67,,Neutral Site,Win,13,4.73,-8.93,Division 1
11/27/15,Jacksonville State,Neutral,68,Chicago State,65,,Neutral Site,Win,3,-4.32,-9.57,Division 1
11/27/15,Portland,Neutral,74,Colorado State,90,,Neutral Site,Loss,-16,-1.42,1.93,Division 1
11/27/15,Colorado State,Neutral,90,Portland,74,,Neutral Site,Win,16,1.93,-1.42,Division 1
11/27/15,Monmouth,Neutral,70,Dayton,73,,Neutral Site,Loss,-3,7.81,7.69,Division 1
11/27/15,Dayton,Neutral,73,Monmouth,70,,Neutral Site,Win,3,7.69,7.81,Division 1
11/27/15,Citadel,Neutral,121,Bob Jones University,81,,Neutral Site,Win,40,-6.68,0.00,Non Division 1
11/27/15,Bob Jones University,Neutral,81,Citadel,121,,Neutral Site,Loss,-40,0.00,-6.68,Non Division 1
11/27/15,Western Carolina,Away,56,College of Charleston,57,Home,,Loss,-1,-0.23,3.62,Division 1
11/27/15,College of Charleston,Home,57,Western Carolina,56,Away,,Win,1,3.62,-0.23,Division 1
11/27/15,Chattanooga,Neutral,95,Alabama State,58,,Neutral Site,Win,37,9.61,-3.18,Division 1
11/27/15,Alabama State,Neutral,58,Chattanooga,95,,Neutral Site,Loss,-37,-3.18,9.61,Division 1
11/27/15,Drexel,Away,65,Alaska-Anchorage,71,Home,,Loss,-6,-7.34,0.00,Non Division 1
11/27/15,Alaska-Anchorage,Home,71,Drexel,65,Away,,Win,6,0.00,-7.34,Non Division 1
11/27/15,Charleston Southern,Away,58,Akron,82,Home,,Loss,-24,-3.48,9.45,Division 1
11/27/15,Akron,Home,82,Charleston Southern,58,Away,,Win,24,9.45,-3.48,Division 1
11/27/15,Illinois,Neutral,72,Alabama-Birmingham,58,,Neutral Site,Win,14,-2.10,10.07,Division 1
11/27/15,Alabama-Birmingham,Neutral,58,Illinois,72,,Neutral Site,Loss,-14,10.07,-2.10,Division 1
11/27/15,Albany (NY),Home,74,NJIT,73,Away,,Win,1,10.58,0.94,Division 1
11/27/15,Auburn,Home,119,Northwestern State,81,Away,,Win,38,-6.14,-5.31,Division 1
11/27/15,Army,Neutral,81,Arkansas-Pine Bluff,60,,Neutral Site,Win,21,3.13,-14.65,Division 1
11/27/15,Arkansas State,Away,72,Baylor,94,Home,,Loss,-22,-2.13,8.73,Division 1
11/27/15,Northwestern State,Away,81,Auburn,119,Home,,Loss,-38,-5.31,-6.14,Division 1
11/27/15,Arizona,Neutral,65,Providence,69,,Neutral Site,Loss,-4,12.76,3.63,Division 1
11/27/15,NJIT,Away,73,Albany (NY),74,Home,,Loss,-1,0.94,10.58,Division 1
11/27/15,Arkansas-Pine Bluff,Neutral,60,Army,81,,Neutral Site,Loss,-21,-14.65,3.13,Division 1
11/27/15,Providence,Neutral,69,Arizona,65,,Neutral Site,Win,4,3.63,12.76,Division 1
11/27/15,Elon,Home,81,Texas A&M-Corpus Christi,85,Away,,Loss,-4,0.55,5.45,Division 1
11/27/15,Virginia Tech,Neutral,75,Iowa State,99,,Neutral Site,Loss,-24,1.93,7.73,Division 1
11/27/15,Iowa State,Neutral,99,Virginia Tech,75,,Neutral Site,Win,24,7.73,1.93,Division 1
11/27/15,Savannah State,Away,42,Jackson State,69,Home,,Loss,-27,-5.59,3.66,Division 1
11/27/15,Jackson State,Home,69,Savannah State,42,Away,,Win,27,3.66,-5.59,Division 1
11/27/15,North Florida,Away,81,Hartford,60,Home,,Win,21,6.97,-7.90,Division 1
11/27/15,Hartford,Home,60,North Florida,81,Away,,Loss,-21,-7.90,6.97,Division 1
11/27/15,Quincy,Away,63,Illinois State,73,Home,,Loss,-10,0.00,1.72,Non Division 1
11/27/15,Illinois State,Home,73,Quincy,63,Away,,Win,10,1.72,0.00,Non Division 1
11/27/15,IPFW,Neutral,71,Jacksonville,63,,Neutral Site,Win,8,4.03,0.41,Division 1
11/27/15,Loyola (IL),Neutral,74,Toledo,82,,Neutral Site,Loss,-8,-0.97,6.68,Division 1
11/27/15,North Carolina Central,Away,50,Louisiana Tech,71,Home,,Loss,-21,0.34,8.72,Division 1
11/27/15,James Madison,Away,89,Marshall,75,Home,,Win,14,7.19,1.55,Division 1
11/27/15,Toledo,Neutral,82,Loyola (IL),74,,Neutral Site,Win,8,6.68,-0.97,Division 1
11/27/15,Liberty,Neutral,58,Western Michigan,68,,Neutral Site,Loss,-10,-2.81,-0.45,Division 1
11/27/15,Jacksonville,Neutral,63,IPFW,71,,Neutral Site,Loss,-8,0.41,4.03,Division 1
11/27/15,Louisiana Tech,Home,71,North Carolina Central,50,Away,,Win,21,8.72,0.34,Division 1
11/27/15,Western Michigan,Neutral,68,Liberty,58,,Neutral Site,Win,10,-0.45,-2.81,Division 1
11/27/15,Florida,Home,70,Florida Gulf Coast,50,Away,,Win,20,4.97,5.81,Division 1
11/27/15,Fairfield,Home,82,Columbia,81,Away,,Win,1,-0.13,7.90,Division 1
11/27/15,Abilene Christian,Neutral,72,Florida A&M,62,,Neutral Site,Win,10,-1.86,-9.04,Division 1
11/27/15,Florida Gulf Coast,Away,50,Florida,70,Home,,Loss,-20,5.81,4.97,Division 1
11/27/15,Evansville,Neutral,69,Santa Clara,57,,Neutral Site,Win,12,8.74,-5.90,Division 1
11/27/15,Texas A&M-Corpus Christi,Away,85,Elon,81,Home,,Win,4,5.45,0.55,Division 1
11/27/15,Columbia,Away,81,Fairfield,82,Home,,Loss,-1,7.90,-0.13,Division 1
11/27/15,Santa Clara,Neutral,57,Evansville,69,,Neutral Site,Loss,-12,-5.90,8.74,Division 1
11/27/15,Florida A&M,Neutral,62,Abilene Christian,72,,Neutral Site,Loss,-10,-9.04,-1.86,Division 1
11/27/15,IUPUI,Away,72,Georgia State,78,Home,,Loss,-6,-5.35,1.22,Division 1
11/27/15,Georgia State,Home,78,IUPUI,72,Away,,Win,6,1.22,-5.35,Division 1
11/27/15,Gonzaga,Neutral,73,Connecticut,70,,Neutral Site,Win,3,13.50,11.03,Division 1
11/27/15,Connecticut,Neutral,70,Gonzaga,73,,Neutral Site,Loss,-3,11.03,13.50,Division 1
11/27/15,Fresno State,Home,80,Delaware State,59,Away,,Win,21,4.53,-11.37,Division 1
11/27/15,Delaware State,Away,59,Fresno State,80,Home,,Loss,-21,-11.37,4.53,Division 1
11/27/15,Southeastern Louisiana,Neutral,68,Gardner-Webb,77,,Neutral Site,Loss,-9,-4.73,0.80,Division 1
11/27/15,Gardner-Webb,Neutral,77,Southeastern Louisiana,68,,Neutral Site,Win,9,0.80,-4.73,Division 1
11/28/15,North Carolina-Greensboro,Home,58,IPFW,64,Away,,Loss,-6,-0.26,4.03,Division 1
11/28/15,IPFW,Away,64,North Carolina-Greensboro,58,Home,,Win,6,4.03,-0.26,Division 1
11/28/15,North Dakota,Home,51,Northern Iowa,97,Away,,Loss,-46,4.04,5.16,Division 1
11/28/15,North Carolina A&T,Away,56,North Dakota State,77,Home,,Loss,-21,-8.77,4.47,Division 1
11/28/15,Northern Iowa,Away,97,North Dakota,51,Home,,Win,46,5.16,4.04,Division 1
11/28/15,North Carolina-Asheville,Neutral,59,Loyola (IL),48,,Neutral Site,Win,11,7.27,-0.97,Division 1
11/28/15,New Hampshire,Home,50,American,68,Away,,Loss,-18,1.41,-8.28,Division 1
11/28/15,American,Away,68,New Hampshire,50,Home,,Win,18,-8.28,1.41,Division 1
11/28/15,Niagara,Home,70,Youngstown State,88,Away,,Loss,-18,-7.63,-7.48,Division 1
11/28/15,Loyola (IL),Neutral,48,North Carolina-Asheville,59,,Neutral Site,Loss,-11,-0.97,7.27,Division 1
11/28/15,Youngstown State,Away,88,Niagara,70,Home,,Win,18,-7.48,-7.63,Division 1
11/28/15,Kent State,Away,76,Pittsburgh,85,Home,,Loss,-9,2.39,10.14,Division 1
11/28/15,Penn State,Home,62,Bucknell,58,Away,,Win,4,-3.93,6.03,Division 1
11/28/15,Pittsburgh,Home,85,Kent State,76,Away,,Win,9,10.14,2.39,Division 1
11/28/15,Southern Illinois,Neutral,80,Portland,79,,Neutral Site,Win,1,4.42,-1.42,Division 1
11/28/15,Portland,Neutral,79,Southern Illinois,80,,Neutral Site,Loss,-1,-1.42,4.42,Division 1
11/28/15,Bucknell,Away,58,Penn State,62,Home,,Loss,-4,6.03,-3.93,Division 1
11/28/15,New Orleans,Away,63,Northwestern,90,Home,,Loss,-27,-2.81,6.00,Division 1
11/28/15,North Dakota State,Home,77,North Carolina A&T,56,Away,,Win,21,4.47,-8.77,Division 1
11/28/15,Northwestern,Home,90,New Orleans,63,Away,,Win,27,6.00,-2.81,Division 1
11/28/15,Oral Roberts,Home,100,Detroit Mercy,95,Away,,Win,5,-0.83,0.86,Division 1
11/28/15,Detroit Mercy,Away,95,Oral Roberts,100,Home,,Loss,-5,0.86,-0.83,Division 1
11/28/15,Miami (OH),Home,64,Central Florida,63,Away,,Win,1,-5.35,-2.89,Division 1
11/28/15,Central Florida,Away,63,Miami (OH),64,Home,,Loss,-1,-2.89,-5.35,Division 1
11/28/15,Middle Tennessee,Neutral,78,Toledo,70,,Neutral Site,Win,8,3.43,6.68,Division 1
11/28/15,Mississippi State,Home,76,Tennessee-Martin,51,Away,,Win,25,2.14,1.84,Division 1
11/28/15,Toledo,Neutral,70,Middle Tennessee,78,,Neutral Site,Loss,-8,6.68,3.43,Division 1
11/28/15,Texas State,Away,70,McNeese State,67,Home,,Win,3,1.04,-8.22,Division 1
11/28/15,Maryland,Home,80,Cleveland State,63,Away,,Win,17,10.59,-6.77,Division 1
11/28/15,Cleveland State,Away,63,Maryland,80,Home,,Loss,-17,-6.77,10.59,Division 1
11/28/15,Colgate,Away,71,Maryland-Baltimore County,63,Home,,Win,8,-1.55,-8.45,Division 1
11/28/15,McNeese State,Home,67,Texas State,70,Away,,Loss,-3,-8.22,1.04,Division 1
11/28/15,Maryland-Baltimore County,Home,63,Colgate,71,Away,,Loss,-8,-8.45,-1.55,Division 1
11/28/15,Alabama A&M,Away,61,Murray State,63,Home,,Loss,-2,-2.48,3.79,Division 1
11/28/15,Southern Mississippi,Away,46,Morehead State,61,Home,,Loss,-15,-6.00,5.62,Division 1
11/28/15,Murray State,Home,63,Alabama A&M,61,Away,,Win,2,3.79,-2.48,Division 1
11/28/15,Prairie View,Away,62,Nevada-Las Vegas,80,Home,,Loss,-18,-10.79,6.57,Division 1
11/28/15,Nevada-Las Vegas,Home,80,Prairie View,62,Away,,Win,18,6.57,-10.79,Division 1
11/28/15,Morehead State,Home,61,Southern Mississippi,46,Away,,Win,15,5.62,-6.00,Division 1
11/28/15,Mississippi Valley State,Neutral,64,Robert Morris,67,,Neutral Site,Loss,-3,-13.39,-5.68,Division 1
11/28/15,Tennessee-Martin,Away,51,Mississippi State,76,Home,,Loss,-25,1.84,2.14,Division 1
11/28/15,Robert Morris,Neutral,67,Mississippi Valley State,64,,Neutral Site,Win,3,-5.68,-13.39,Division 1
11/28/15,South Dakota State,Away,57,Missouri-Kansas City,64,Home,,Loss,-7,8.93,-3.75,Division 1
11/28/15,Missouri-Kansas City,Home,64,South Dakota State,57,Away,,Win,7,-3.75,8.93,Division 1
11/28/15,Texas-El Paso,Neutral,99,Colorado State,90,,Neutral Site,Win,9,2.33,1.93,Division 1
11/28/15,Colorado State,Neutral,90,Texas-El Paso,99,,Neutral Site,Loss,-9,1.93,2.33,Division 1
11/28/15,Hawaii,Away,74,Texas Tech,82,Home,,Loss,-8,11.41,2.52,Division 1
11/28/15,Arkansas-Little Rock,Away,64,Tulsa,60,Home,,Win,4,11.73,5.03,Division 1
11/28/15,Texas Tech,Home,82,Hawaii,74,Away,,Win,8,2.52,11.41,Division 1
11/28/15,Tennessee Tech,Home,91,Cincinnati-Clermont,66,Away,,Win,25,3.86,0.00,Non Division 1
11/28/15,Stony Brook,Home,91,Farmingdale State,42,Away,,Win,49,13.66,0.00,Non Division 1
11/28/15,Farmingdale State,Away,42,Stony Brook,91,Home,,Loss,-49,0.00,13.66,Non Division 1
11/28/15,Nebraska,Neutral,82,Tennessee,71,,Neutral Site,Win,11,3.47,-0.52,Division 1
11/28/15,Cincinnati-Clermont,Away,66,Tennessee Tech,91,Home,,Loss,-25,0.00,3.86,Non Division 1
11/28/15,Tennessee,Neutral,71,Nebraska,82,,Neutral Site,Loss,-11,-0.52,3.47,Division 1
11/28/15,Texas Southern,Away,65,Washington State,77,Home,,Loss,-12,2.86,-6.03,Division 1
11/28/15,Wagner,Home,83,Staten Island,59,Away,,Win,24,6.62,0.00,Non Division 1
11/28/15,Washington State,Home,77,Texas Southern,65,Away,,Win,12,-6.03,2.86,Division 1
11/28/15,Wyoming,Home,82,Montana State,68,Away,,Win,14,-0.13,-2.25,Division 1
11/28/15,Montana State,Away,68,Wyoming,82,Home,,Loss,-14,-2.25,-0.13,Division 1
11/28/15,Staten Island,Away,59,Wagner,83,Home,,Loss,-24,0.00,6.62,Non Division 1
11/28/15,UC-Davis,Away,82,Utah Valley,70,Home,,Win,12,-1.56,-2.54,Division 1
11/28/15,Tulsa,Home,60,Arkansas-Little Rock,64,Away,,Loss,-4,5.03,11.73,Division 1
11/28/15,Utah Valley,Home,70,UC-Davis,82,Away,,Loss,-12,-2.54,-1.56,Division 1
11/28/15,Virginia Commonwealth,Home,76,Old Dominion,67,Away,,Win,9,10.48,5.79,Division 1
11/28/15,Old Dominion,Away,67,Virginia Commonwealth,76,Home,,Loss,-9,5.79,10.48,Division 1
11/28/15,Rowan,Home,51,La Salle,81,Away,,Loss,-30,0.00,-11.07,Non Division 1
11/28/15,La Salle,Away,81,Rowan,51,Home,,Win,30,-11.07,0.00,Non Division 1
11/28/15,Sacramento State,Home,90,South Dakota,96,Away,,Loss,-6,-1.22,-2.52,Division 1
11/28/15,Georgia,Away,62,Seton Hall,69,Home,,Loss,-7,0.86,7.57,Division 1
11/28/15,South Dakota,Away,96,Sacramento State,90,Home,,Win,6,-2.52,-1.22,Division 1
11/28/15,Purdue,Home,77,Lehigh,55,Away,,Win,22,13.07,1.48,Division 1
11/28/15,Portland State,Home,100,Multnomah,82,Away,,Win,18,-0.52,0.00,Non Division 1
11/28/15,Multnomah,Away,82,Portland State,100,Home,,Loss,-18,0.00,-0.52,Non Division 1
11/28/15,Presbyterian,Home,58,Wofford,68,Away,,Loss,-10,-5.28,0.19,Division 1
11/28/15,Lehigh,Away,55,Purdue,77,Home,,Loss,-22,1.48,13.07,Division 1
11/28/15,Wofford,Away,68,Presbyterian,58,Home,,Win,10,0.19,-5.28,Division 1
11/28/15,Hofstra,Away,89,St. Bonaventure,83,Home,,Win,6,5.50,5.04,Division 1
11/28/15,Southeast Missouri State,Home,60,Loyola Marymount,73,Away,,Loss,-13,-10.62,-3.52,Division 1
11/28/15,St. Bonaventure,Home,83,Hofstra,89,Away,,Loss,-6,5.04,5.50,Division 1
11/28/15,St. Francis (NY),Neutral,65,North Florida,78,,Neutral Site,Loss,-13,-0.87,6.97,Division 1
11/28/15,North Florida,Neutral,78,St. Francis (NY),65,,Neutral Site,Win,13,6.97,-0.87,Division 1
11/28/15,Loyola Marymount,Away,73,Southeast Missouri State,60,Home,,Win,13,-3.52,-10.62,Division 1
11/28/15,Loyola (MD),Away,82,Siena,90,Home,,Loss,-8,-5.67,5.66,Division 1
11/28/15,Seton Hall,Home,69,Georgia,62,Away,,Win,7,7.57,0.86,Division 1
11/28/15,Siena,Home,90,Loyola (MD),82,Away,,Win,8,5.66,-5.67,Division 1
11/28/15,South Carolina Upstate,Home,81,Citadel,88,Away,,Loss,-7,-5.63,-6.68,Division 1
11/28/15,Citadel,Away,88,South Carolina Upstate,81,Home,,Win,7,-6.68,-5.63,Division 1
11/28/15,Nevada,Away,66,Cal State Fullerton,75,Home,,Loss,-9,4.38,-3.21,Division 1
11/28/15,Cal State Fullerton,Home,75,Nevada,66,Away,,Win,9,-3.21,4.38,Division 1
11/28/15,Campbell,Home,79,Coastal Carolina,73,Away,,Win,6,0.48,7.79,Division 1
11/28/15,Chattanooga,Neutral,62,Jacksonville State,52,,Neutral Site,Win,10,9.61,-4.32,Division 1
11/28/15,Coastal Carolina,Away,73,Campbell,79,Home,,Loss,-6,7.79,0.48,Division 1
11/28/15,Cal Poly,Home,85,Antelope Valley,55,Away,,Win,30,-1.30,0.00,Non Division 1
11/28/15,Canisius,Away,96,Buffalo,98,Home,,Loss,-2,-1.55,1.94,Division 1
11/28/15,Buffalo,Home,98,Canisius,96,Away,,Win,2,1.94,-1.55,Division 1
11/28/15,Butler,Home,89,Southern Illinois-Edwardsville,73,Away,,Win,16,9.93,-8.18,Division 1
11/28/15,Antelope Valley,Away,55,Cal Poly,85,Home,,Loss,-30,0.00,-1.30,Non Division 1
11/28/15,Southern Illinois-Edwardsville,Away,73,Butler,89,Home,,Loss,-16,-8.18,9.93,Division 1
11/28/15,Coppin State,Home,77,Towson,81,Away,,Loss,-4,-9.43,5.16,Division 1
11/28/15,Longwood,Away,70,Columbia,69,Home,,Win,1,-3.26,7.90,Division 1
11/28/15,Towson,Away,81,Coppin State,77,Home,,Win,4,5.16,-9.43,Division 1
11/28/15,Western Illinois,Away,67,Creighton,97,Home,,Loss,-30,-0.37,7.50,Division 1
11/28/15,Creighton,Home,97,Western Illinois,67,Away,,Win,30,7.50,-0.37,Division 1
11/28/15,Columbia,Home,69,Longwood,70,Away,,Loss,-1,7.90,-3.26,Division 1
11/28/15,Alabama State,Neutral,66,Chicago State,64,,Neutral Site,Win,2,-3.18,-9.57,Division 1
11/28/15,Jacksonville State,Neutral,52,Chattanooga,62,,Neutral Site,Loss,-10,-4.32,9.61,Division 1
11/28/15,Chicago State,Neutral,64,Alabama State,66,,Neutral Site,Loss,-2,-9.57,-3.18,Division 1
11/28/15,George Washington,Neutral,56,Cincinnati,61,,Neutral Site,Loss,-5,7.33,11.83,Division 1
11/28/15,Cincinnati,Neutral,61,George Washington,56,,Neutral Site,Win,5,11.83,7.33,Division 1
11/28/15,San Jose State,Away,91,Alaska-Anchorage,87,Home,,Win,4,-3.11,0.00,Non Division 1
11/28/15,Alaska-Anchorage,Home,87,San Jose State,91,Away,,Loss,-4,0.00,-3.11,Non Division 1
11/28/15,Arkansas-Pine Bluff,Neutral,62,Southeastern Louisiana,60,,Neutral Site,Win,2,-14.65,-4.73,Division 1
11/28/15,Army,Home,103,Gardner-Webb,98,Away,,Win,5,3.13,0.80,Division 1
11/28/15,Southeastern Louisiana,Neutral,60,Arkansas-Pine Bluff,62,,Neutral Site,Loss,-2,-4.73,-14.65,Division 1
11/28/15,Virginia Tech,Neutral,82,Alabama-Birmingham,77,,Neutral Site,Win,5,1.93,10.07,Division 1
11/28/15,Oakland,Neutral,85,Abilene Christian,57,,Neutral Site,Win,28,7.77,-1.86,Division 1
11/28/15,Abilene Christian,Neutral,57,Oakland,85,,Neutral Site,Loss,-28,-1.86,7.77,Division 1
11/28/15,Air Force,Home,66,New Mexico State,64,Away,,Win,2,-4.03,7.70,Division 1
11/28/15,Alabama-Birmingham,Neutral,77,Virginia Tech,82,,Neutral Site,Loss,-5,10.07,1.93,Division 1
11/28/15,New Mexico State,Away,64,Air Force,66,Home,,Loss,-2,7.70,-4.03,Division 1
11/28/15,Bradley,Home,54,Mississippi,67,Away,,Loss,-13,-14.10,2.62,Division 1
11/28/15,Boston University,Away,75,Binghamton,65,Home,,Win,10,1.03,-7.83,Division 1
11/28/15,Mississippi,Away,67,Bradley,54,Home,,Win,13,2.62,-14.10,Division 1
11/28/15,Brigham Young,Home,95,Belmont,81,Away,,Win,14,11.87,4.60,Division 1
11/28/15,Belmont,Away,81,Brigham Young,95,Home,,Loss,-14,4.60,11.87,Division 1
11/28/15,Binghamton,Home,65,Boston University,75,Away,,Loss,-10,-7.83,1.03,Division 1
11/28/15,Austin Peay,Home,74,Samford,73,Away,,Win,1,-0.97,-0.13,Division 1
11/28/15,Gardner-Webb,Away,98,Army,103,Home,,Loss,-5,0.80,3.13,Division 1
11/28/15,Samford,Away,73,Austin Peay,74,Home,,Loss,-1,-0.13,-0.97,Division 1
11/28/15,Valparaiso,Away,66,Ball State,69,Home,,Loss,-3,14.23,4.39,Division 1
11/28/15,Ball State,Home,69,Valparaiso,66,Away,,Win,3,4.39,14.23,Division 1
11/28/15,Morgan State,Away,72,High Point,82,Home,,Loss,-10,-4.50,8.17,Division 1
11/28/15,High Point,Home,82,Morgan State,72,Away,,Win,10,8.17,-4.50,Division 1
11/28/15,Houston,Home,76,Louisiana-Monroe,64,Away,,Win,12,9.28,3.48,Division 1
11/28/15,Howard,Home,79,William & Mary,77,Away,,Win,2,-3.69,5.76,Division 1
11/28/15,Louisiana-Monroe,Away,64,Houston,76,Home,,Loss,-12,3.48,9.28,Division 1
11/28/15,Georgetown,Home,77,Bryant,47,Away,,Win,30,2.29,-11.06,Division 1
11/28/15,Manhattan,Away,64,Fordham,87,Home,,Loss,-23,-4.83,3.11,Division 1
11/28/15,Fordham,Home,87,Manhattan,64,Away,,Win,23,3.11,-4.83,Division 1
11/28/15,George Mason,Home,66,Wright State,39,Away,,Win,27,-5.93,1.94,Division 1
11/28/15,Bryant,Away,47,Georgetown,77,Home,,Loss,-30,-11.06,2.29,Division 1
11/28/15,Wright State,Away,39,George Mason,66,Home,,Loss,-27,1.94,-5.93,Division 1
11/28/15,Kennesaw State,Home,49,Tennessee State,56,Away,,Loss,-7,-5.16,5.03,Division 1
11/28/15,Navy,Neutral,71,Jacksonville,65,,Neutral Site,Win,6,3.03,0.41,Division 1
11/28/15,Tennessee State,Away,56,Kennesaw State,49,Home,,Win,7,5.03,-5.16,Division 1
11/28/15,Saint Louis,Neutral,57,Louisville,77,,Neutral Site,Loss,-20,-6.39,15.03,Division 1
11/28/15,Louisville,Neutral,77,Saint Louis,57,,Neutral Site,Win,20,15.03,-6.39,Division 1
11/28/15,Jacksonville,Neutral,65,Navy,71,,Neutral Site,Loss,-6,0.41,3.03,Division 1
11/28/15,Idaho,Home,59,Northern Illinois,66,Away,,Loss,-7,3.90,5.65,Division 1
11/28/15,William & Mary,Away,77,Howard,79,Home,,Loss,-2,5.76,-3.69,Division 1
11/28/15,Northern Illinois,Away,66,Idaho,59,Home,,Win,7,5.65,3.90,Division 1
11/28/15,Iowa State,Neutral,84,Illinois,73,,Neutral Site,Win,11,7.73,-2.10,Division 1
11/28/15,Illinois,Neutral,73,Iowa State,84,,Neutral Site,Loss,-11,-2.10,7.73,Division 1
11/28/15,San Diego,Neutral,62,Drexel,59,,Neutral Site,Win,3,-8.59,-7.34,Division 1
11/28/15,Drexel,Neutral,59,San Diego,62,,Neutral Site,Loss,-3,-7.34,-8.59,Division 1
11/28/15,East Tennessee State,Home,73,North Carolina-Wilmington,94,Away,,Loss,-21,4.06,8.17,Division 1
11/28/15,Eastern Illinois,Home,72,Green Bay,81,Away,,Loss,-9,-1.79,3.97,Division 1
11/28/15,North Carolina-Wilmington,Away,94,East Tennessee State,73,Home,,Win,21,8.17,4.06,Division 1
11/28/15,Illinois-Chicago,Away,62,Drake,83,Home,,Loss,-21,-10.21,-4.74,Division 1
11/28/15,Denison,Away,70,Davidson,83,Home,,Loss,-13,0.00,1.78,Non Division 1
11/28/15,Davidson,Home,83,Denison,70,Away,,Win,13,1.78,0.00,Non Division 1
11/28/15,Denver,Home,69,South Alabama,56,Away,,Win,13,-0.34,-3.13,Division 1
11/28/15,Drake,Home,83,Illinois-Chicago,62,Away,,Win,21,-4.74,-10.21,Division 1
11/28/15,South Alabama,Away,56,Denver,69,Home,,Loss,-13,-3.13,-0.34,Division 1
11/28/15,Fairleigh Dickinson,Home,77,Saint Peter's,62,Away,,Win,15,-0.90,-0.41,Division 1
11/28/15,Pacific,Neutral,63,Eastern Washington,70,,Neutral Site,Loss,-7,-2.18,5.29,Division 1
11/28/15,Saint Peter's,Away,62,Fairleigh Dickinson,77,Home,,Loss,-15,-0.41,-0.90,Division 1
11/28/15,Florida A&M,Neutral,73,Alcorn State,71,,Neutral Site,Win,2,-9.04,-5.70,Division 1
11/28/15,Alcorn State,Neutral,71,Florida A&M,73,,Neutral Site,Loss,-2,-5.70,-9.04,Division 1
11/28/15,Eastern Washington,Neutral,70,Pacific,63,,Neutral Site,Win,7,5.29,-2.18,Division 1
11/28/15,Eastern Kentucky,Home,98,Southern Utah,85,Away,,Win,13,1.42,-11.00,Division 1
11/28/15,Green Bay,Away,81,Eastern Illinois,72,Home,,Win,9,3.97,-1.79,Division 1
11/28/15,Southern Utah,Away,85,Eastern Kentucky,98,Home,,Loss,-13,-11.00,1.42,Division 1
11/28/15,Madonna,Away,63,Eastern Michigan,79,Home,,Loss,-16,0.00,2.16,Non Division 1
