Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/24/15,James Madison,Home,106,East Mennonite,74,Away,,Win,32,7.19,0.00,Non Division 1
11/24/15,Kent State,Home,79,Saint Francis (PA),60,Away,,Win,19,2.39,-2.38,Division 1
11/24/15,Kennesaw State,Home,55,Belmont,80,Away,,Loss,-25,-5.16,4.60,Division 1
11/24/15,East Mennonite,Away,74,James Madison,106,Home,,Loss,-32,0.00,7.19,Non Division 1
11/24/15,South Alabama,Neutral,78,IUPUI,68,,Neutral Site,Win,10,-3.13,-5.35,Division 1
11/24/15,IUPUI,Neutral,68,South Alabama,78,,Neutral Site,Loss,-10,-5.35,-3.13,Division 1
11/24/15,Jacksonville State,Home,69,Alabama A&M,73,Away,,Loss,-4,-4.32,-2.48,Division 1
11/24/15,Alabama A&M,Away,73,Jacksonville State,69,Home,,Win,4,-2.48,-4.32,Division 1
11/25/15,Rice,Home,92,Lamar,84,Away,,Win,8,-4.10,-1.00,Division 1
11/25/15,Lamar,Away,84,Rice,92,Home,,Loss,-8,-1.00,-4.10,Division 1
11/25/15,Rider,Neutral,67,Houston Baptist,56,,Neutral Site,Win,11,-1.23,2.69,Division 1
11/25/15,Houston Baptist,Neutral,56,Rider,67,,Neutral Site,Loss,-11,2.69,-1.23,Division 1
11/25/15,Rhode Island,Neutral,63,Maryland,86,,Neutral Site,Loss,-23,4.76,10.59,Division 1
11/25/15,Lafayette,Away,52,Princeton,104,Home,,Loss,-52,-9.00,11.68,Division 1
11/25/15,Pittsburgh,Home,93,Cornell,49,Away,,Win,44,10.14,-6.96,Division 1
11/25/15,Maryland,Neutral,86,Rhode Island,63,,Neutral Site,Win,23,10.59,4.76,Division 1
11/25/15,Princeton,Home,104,Lafayette,52,Away,,Win,52,11.68,-9.00,Division 1
11/25/15,Great Falls,Away,48,Seattle,58,Home,,Loss,-10,0.00,-1.04,Non Division 1
11/25/15,Toledo,Neutral,89,San Jose State,74,,Neutral Site,Win,15,6.68,-3.11,Division 1
11/25/15,Allen,Away,74,South Carolina State,86,Home,,Loss,-12,0.00,-0.31,Non Division 1
11/25/15,Seattle,Home,58,Great Falls,48,Away,,Win,10,-1.04,0.00,Non Division 1
11/25/15,San Jose State,Neutral,74,Toledo,89,,Neutral Site,Loss,-15,-3.11,6.68,Division 1
11/25/15,Rutgers,Neutral,58,Clemson,76,,Neutral Site,Loss,-18,-13.10,5.07,Division 1
11/25/15,Clemson,Neutral,76,Rutgers,58,,Neutral Site,Win,18,5.07,-13.10,Division 1
11/25/15,San Francisco,Home,61,UC-Santa Barbara,68,Away,,Loss,-7,-1.00,2.41,Division 1
11/25/15,UC-Santa Barbara,Away,68,San Francisco,61,Home,,Win,7,2.41,-1.00,Division 1
11/25/15,Northern Iowa,Home,83,Dubuque,63,Away,,Win,20,5.16,0.00,Non Division 1
11/25/15,Dubuque,Away,63,Northern Iowa,83,Home,,Loss,-20,0.00,5.16,Non Division 1
11/25/15,Northwestern State,Home,86,Louisiana College,80,Away,,Win,6,-5.31,0.00,Non Division 1
11/25/15,Louisiana College,Away,80,Northwestern State,86,Home,,Loss,-6,0.00,-5.31,Non Division 1
11/25/15,Northern Illinois,Home,87,Indiana-Northwest,55,Away,,Win,32,5.65,0.00,Non Division 1
11/25/15,Nebraska-Omaha,Away,105,Northern Colorado,85,Home,,Win,20,4.20,-6.11,Division 1
11/25/15,Troy,Away,86,North Texas,74,Home,,Win,12,-4.53,-3.72,Division 1
11/25/15,Indiana-Northwest,Away,55,Northern Illinois,87,Home,,Loss,-32,0.00,5.65,Non Division 1
11/25/15,Northern Colorado,Home,85,Nebraska-Omaha,105,Away,,Loss,-20,-6.11,4.20,Division 1
11/25/15,Drake,Neutral,69,Pepperdine,53,,Neutral Site,Win,16,-4.74,2.76,Division 1
11/25/15,Pennsylvania,Home,80,La Salle,64,Away,,Win,16,-3.00,-11.07,Division 1
11/25/15,Cornell,Away,49,Pittsburgh,93,Home,,Loss,-44,-6.96,10.14,Division 1
11/25/15,Pepperdine,Neutral,53,Drake,69,,Neutral Site,Loss,-16,2.76,-4.74,Division 1
11/25/15,La Salle,Away,64,Pennsylvania,80,Home,,Loss,-16,-11.07,-3.00,Division 1
11/25/15,Tabor College,Away,80,Oral Roberts,112,Home,,Loss,-32,0.00,-0.83,Non Division 1
11/25/15,Oral Roberts,Home,112,Tabor College,80,Away,,Win,32,-0.83,0.00,Non Division 1
11/25/15,Oregon,Home,91,Arkansas State,68,Away,,Win,23,9.28,-2.13,Division 1
11/25/15,Arkansas State,Away,68,Oregon,91,Home,,Loss,-23,-2.13,9.28,Division 1
11/25/15,South Carolina State,Home,86,Allen,74,Away,,Win,12,-0.31,0.00,Non Division 1
11/25/15,Trinity Christian,Away,44,Western Illinois,79,Home,,Loss,-35,0.00,-0.37,Non Division 1
11/25/15,Washington,Neutral,64,Gonzaga,80,,Neutral Site,Loss,-16,3.10,13.50,Division 1
11/25/15,Duquesne,Neutral,81,Western Kentucky,73,,Neutral Site,Win,8,2.40,0.21,Division 1
11/25/15,Western Illinois,Home,79,Trinity Christian,44,Away,,Win,35,-0.37,0.00,Non Division 1
11/25/15,Gonzaga,Neutral,80,Washington,64,,Neutral Site,Win,16,13.50,3.10,Division 1
11/25/15,Virginia,Home,80,Lehigh,54,Away,,Win,26,10.37,1.48,Division 1
11/25/15,Lehigh,Away,54,Virginia,80,Home,,Loss,-26,1.48,10.37,Division 1
11/25/15,Virginia Commonwealth,Home,72,American,44,Away,,Win,28,10.48,-8.28,Division 1
11/25/15,American,Away,44,Virginia Commonwealth,72,Home,,Loss,-28,-8.28,10.48,Division 1
11/25/15,Wyoming,Home,68,Cal State Bakersfield,64,Away,,Win,4,-0.13,8.68,Division 1
11/25/15,Cal State Bakersfield,Away,64,Wyoming,68,Home,,Loss,-4,8.68,-0.13,Division 1
11/25/15,Youngstown State,Home,69,Thiel,55,Away,,Win,14,-7.48,0.00,Non Division 1
11/25/15,Thiel,Away,55,Youngstown State,69,Home,,Loss,-14,0.00,-7.48,Non Division 1
11/25/15,Wisconsin,Home,85,Prairie View,67,Away,,Win,18,5.03,-10.79,Division 1
11/25/15,Hampton,Away,67,William & Mary,86,Home,,Loss,-19,0.04,5.76,Division 1
11/25/15,Western Kentucky,Neutral,73,Duquesne,81,,Neutral Site,Loss,-8,0.21,2.40,Division 1
11/25/15,Prairie View,Away,67,Wisconsin,85,Home,,Loss,-18,-10.79,5.03,Division 1
11/25/15,William & Mary,Home,86,Hampton,67,Away,,Win,19,5.76,0.04,Division 1
11/25/15,Texas,Neutral,73,Texas A&M,84,,Neutral Site,Loss,-11,4.00,10.33,Division 1
11/25/15,Tennessee-Martin,Home,83,Harris-Stowe,57,Away,,Win,26,1.84,0.00,Non Division 1
11/25/15,Grambling,Away,40,Texas-Arlington,73,Home,,Loss,-33,-6.36,9.86,Division 1
11/25/15,Texas A&M,Neutral,84,Texas,73,,Neutral Site,Win,11,10.33,4.00,Division 1
11/25/15,Harris-Stowe,Away,57,Tennessee-Martin,83,Home,,Loss,-26,0.00,1.84,Non Division 1
11/25/15,South Dakota State,Neutral,77,Cleveland State,66,,Neutral Site,Win,11,8.93,-6.77,Division 1
11/25/15,Cleveland State,Neutral,66,South Dakota State,77,,Neutral Site,Loss,-11,-6.77,8.93,Division 1
11/25/15,Syracuse,Neutral,83,Charlotte,70,,Neutral Site,Win,13,5.00,-1.69,Division 1
11/25/15,Charlotte,Neutral,70,Syracuse,83,,Neutral Site,Loss,-13,-1.69,5.00,Division 1
11/25/15,Towson,Home,88,Gallaudet,45,Away,,Win,43,5.16,0.00,Non Division 1
11/25/15,Gallaudet,Away,45,Towson,88,Home,,Loss,-43,0.00,5.16,Non Division 1
11/25/15,Wake Forest,Neutral,80,UCLA,77,,Neutral Site,Win,3,-4.94,2.10,Division 1
11/25/15,UCLA,Neutral,77,Wake Forest,80,,Neutral Site,Loss,-3,2.10,-4.94,Division 1
11/25/15,Texas Southern,Neutral,91,Texas-San Antonio,80,,Neutral Site,Win,11,2.86,-11.47,Division 1
11/25/15,Illinois State,Neutral,60,Texas Christian,71,,Neutral Site,Loss,-11,1.72,-3.97,Division 1
11/25/15,Texas-Arlington,Home,73,Grambling,40,Away,,Win,33,9.86,-6.36,Division 1
11/25/15,Texas-San Antonio,Neutral,80,Texas Southern,91,,Neutral Site,Loss,-11,-11.47,2.86,Division 1
11/25/15,Texas Christian,Neutral,71,Illinois State,60,,Neutral Site,Win,11,-3.97,1.72,Division 1
11/25/15,Eastern Michigan,Home,108,Marygrove,64,Away,,Win,44,2.16,0.00,Non Division 1
11/25/15,Thomas More,Away,67,Eastern Kentucky,101,Home,,Loss,-34,0.00,1.42,Non Division 1
11/25/15,Florida,Home,86,Vermont,62,Away,,Win,24,4.97,4.35,Division 1
11/25/15,Marygrove,Away,64,Eastern Michigan,108,Home,,Loss,-44,0.00,2.16,Non Division 1
11/25/15,Eastern Kentucky,Home,101,Thomas More,67,Away,,Win,34,1.42,0.00,Non Division 1
11/25/15,Idaho State,Away,69,Denver,79,Home,,Loss,-10,-0.57,-0.34,Division 1
11/25/15,Denver,Home,79,Idaho State,69,Away,,Win,10,-0.34,-0.57,Division 1
11/25/15,Yale,Away,61,Duke,80,Home,,Loss,-19,11.42,10.53,Division 1
11/25/15,Duke,Home,80,Yale,61,Away,,Win,19,10.53,11.42,Division 1
11/25/15,Harvard,Home,80,Bryant,45,Away,,Win,35,-0.14,-11.06,Division 1
11/25/15,Bryant,Away,45,Harvard,80,Home,,Loss,-35,-11.06,-0.14,Division 1
11/25/15,Sacred Heart,Away,60,Holy Cross,69,Home,,Loss,-9,-3.83,-5.77,Division 1
11/25/15,Holy Cross,Home,69,Sacred Heart,60,Away,,Win,9,-5.77,-3.83,Division 1
11/25/15,High Point,Away,46,Georgia,49,Home,,Loss,-3,8.17,0.86,Division 1
11/25/15,Florida International,Home,80,Long Island University,72,Away,,Win,8,2.17,-0.55,Division 1
11/25/15,Vermont,Away,62,Florida,86,Home,,Loss,-24,4.35,4.97,Division 1
11/25/15,Georgia,Home,49,High Point,46,Away,,Win,3,0.86,8.17,Division 1
11/25/15,Long Island University,Away,72,Florida International,80,Home,,Loss,-8,-0.55,2.17,Division 1
11/25/15,Brigham Young,Home,75,Mississippi Valley State,68,Away,,Win,7,11.87,-13.39,Division 1
11/25/15,New Orleans,Away,64,Bradley,51,Home,,Win,13,-2.81,-14.10,Division 1
11/25/15,Central Michigan,Neutral,78,Milwaukee,84,,Neutral Site,Loss,-6,4.06,7.06,Division 1
11/25/15,Mississippi Valley State,Away,68,Brigham Young,75,Home,,Loss,-7,-13.39,11.87,Division 1
11/25/15,Bradley,Home,51,New Orleans,64,Away,,Loss,-13,-14.10,-2.81,Division 1
11/25/15,Oakland City,Away,55,Austin Peay,83,Home,,Loss,-28,0.00,-0.97,Non Division 1
11/25/15,Austin Peay,Home,83,Oakland City,55,Away,,Win,28,-0.97,0.00,Non Division 1
11/25/15,Indiana-Kokomo,Away,54,Ball State,90,Home,,Loss,-36,0.00,4.39,Non Division 1
11/25/15,Ball State,Home,90,Indiana-Kokomo,54,Away,,Win,36,4.39,0.00,Non Division 1
11/25/15,Colorado,Home,81,Air Force,70,Away,,Win,11,5.27,-4.03,Division 1
11/25/15,Air Force,Away,70,Colorado,81,Home,,Loss,-11,-4.03,5.27,Division 1
11/25/15,Massachusetts,Neutral,76,Creighton,97,,Neutral Site,Loss,-21,-2.25,7.50,Division 1
11/25/15,Creighton,Neutral,97,Massachusetts,76,,Neutral Site,Win,21,7.50,-2.25,Division 1
11/25/15,Georgia Southern,Away,90,Citadel,95,Home,,Loss,-5,2.43,-6.68,Division 1
11/25/15,Chaminade,Neutral,93,St. John's (NY),100,,Neutral Site,Loss,-7,0.00,-9.20,Non Division 1
11/25/15,Milwaukee,Neutral,84,Central Michigan,78,,Neutral Site,Win,6,7.06,4.06,Division 1
11/25/15,Citadel,Home,95,Georgia Southern,90,Away,,Win,5,-6.68,2.43,Division 1
11/25/15,St. John's (NY),Neutral,100,Chaminade,93,,Neutral Site,Win,7,-9.20,0.00,Non Division 1
11/25/15,Central Arkansas,Neutral,54,Howard,73,,Neutral Site,Loss,-19,-8.54,-3.69,Division 1
11/25/15,Mississippi,Home,68,Georgia State,59,Away,,Win,9,2.62,1.22,Division 1
11/25/15,Georgia State,Away,59,Mississippi,68,Home,,Loss,-9,1.22,2.62,Division 1
11/25/15,Missouri-Kansas City,Home,73,Lincoln,72,Away,,Win,1,-3.75,0.00,Non Division 1
11/25/15,Lincoln,Away,72,Missouri-Kansas City,73,Home,,Loss,-1,0.00,-3.75,Non Division 1
11/25/15,Michigan,Neutral,60,Connecticut,74,,Neutral Site,Loss,-14,8.47,11.03,Division 1
11/25/15,Dillard,Away,79,McNeese State,80,Home,,Loss,-1,0.00,-8.22,Non Division 1
11/25/15,Navy,Away,75,Maryland-Baltimore County,54,Home,,Win,21,3.03,-8.45,Division 1
11/25/15,Connecticut,Neutral,74,Michigan,60,,Neutral Site,Win,14,11.03,8.47,Division 1
11/25/15,McNeese State,Home,80,Dillard,79,Away,,Win,1,-8.22,0.00,Non Division 1
11/25/15,Montana,Away,53,North Dakota State,73,Home,,Loss,-20,4.81,4.47,Division 1
11/25/15,Nicholls State,Away,63,New Mexico,75,Home,,Loss,-12,-10.87,2.70,Division 1
11/25/15,North Texas,Home,74,Troy,86,Away,,Loss,-12,-3.72,-4.53,Division 1
11/25/15,North Dakota State,Home,73,Montana,53,Away,,Win,20,4.47,4.81,Division 1
11/25/15,New Mexico,Home,75,Nicholls State,63,Away,,Win,12,2.70,-10.87,Division 1
11/25/15,Weber State,Neutral,75,Murray State,59,,Neutral Site,Win,16,11.24,3.79,Division 1
11/25/15,Murray State,Neutral,59,Weber State,75,,Neutral Site,Loss,-16,3.79,11.24,Division 1
11/25/15,Portland State,Away,73,Nevada,76,Home,,Loss,-3,-0.52,4.38,Division 1
11/25/15,Nevada,Home,76,Portland State,73,Away,,Win,3,4.38,-0.52,Division 1
11/25/15,Vanderbilt,Neutral,63,Kansas,70,,Neutral Site,Loss,-7,10.10,14.23,Division 1
11/25/15,Kansas,Neutral,70,Vanderbilt,63,,Neutral Site,Win,7,14.23,10.10,Division 1
11/25/15,Loyola (LA),Away,62,Louisiana-Lafayette,106,Home,,Loss,-44,0.00,6.59,Non Division 1
11/25/15,Louisiana-Lafayette,Home,106,Loyola (LA),62,Away,,Win,44,6.59,0.00,Non Division 1
11/25/15,Nevada-Las Vegas,Neutral,72,Indiana,69,,Neutral Site,Win,3,6.57,13.23,Division 1
11/25/15,Idaho,Neutral,58,Samford,75,,Neutral Site,Loss,-17,3.90,-0.13,Division 1
11/25/15,Howard,Neutral,73,Central Arkansas,54,,Neutral Site,Win,19,-3.69,-8.54,Division 1
11/25/15,Indiana,Neutral,69,Nevada-Las Vegas,72,,Neutral Site,Loss,-3,13.23,6.57,Division 1
11/25/15,Samford,Neutral,75,Idaho,58,,Neutral Site,Win,17,-0.13,3.90,Division 1
11/25/15,George Mason,Away,67,Manhattan,69,Home,,Loss,-2,-5.93,-4.83,Division 1
11/25/15,Maine,Home,92,Longwood,82,Away,,Win,10,-10.69,-3.26,Division 1
11/25/15,Maryland-Baltimore County,Home,54,Navy,75,Away,,Loss,-21,-8.45,3.03,Division 1
11/25/15,Manhattan,Home,69,George Mason,67,Away,,Win,2,-4.83,-5.93,Division 1
11/25/15,Longwood,Away,82,Maine,92,Home,,Loss,-10,-3.26,-10.69,Division 1
11/25/15,San Diego,Neutral,57,Loyola (IL),67,,Neutral Site,Loss,-10,-8.59,-0.97,Division 1
11/25/15,Loyola (IL),Neutral,67,San Diego,57,,Neutral Site,Win,10,-0.97,-8.59,Division 1
11/25/15,Loyola Marymount,Home,82,Cal State Northridge,80,Away,,Win,2,-3.52,-3.93,Division 1
11/25/15,Cal State Northridge,Away,80,Loyola Marymount,82,Home,,Loss,-2,-3.93,-3.52,Division 1
11/26/15,San Diego State,Neutral,72,University of California,58,,Neutral Site,Win,14,7.10,9.07,Division 1
11/26/15,University of California,Neutral,58,San Diego State,72,,Neutral Site,Loss,-14,9.07,7.10,Division 1
11/26/15,Providence,Neutral,74,Evansville,64,,Neutral Site,Win,10,3.63,8.74,Division 1
11/26/15,Stephen F. Austin,Neutral,79,Western Michigan,71,,Neutral Site,Win,8,15.82,-0.45,Division 1
11/26/15,Wichita State,Neutral,69,Southern California,72,,Neutral Site,Loss,-3,14.80,6.34,Division 1
11/26/15,Southern California,Neutral,72,Wichita State,69,,Neutral Site,Win,3,6.34,14.80,Division 1
11/26/15,Michigan State,Neutral,99,Boston College,68,,Neutral Site,Win,31,16.45,-8.93,Division 1
11/26/15,Boston College,Neutral,68,Michigan State,99,,Neutral Site,Loss,-31,-8.93,16.45,Division 1
11/26/15,Michigan,Neutral,102,Charlotte,47,,Neutral Site,Win,55,8.47,-1.69,Division 1
11/26/15,Evansville,Neutral,64,Providence,74,,Neutral Site,Loss,-10,8.74,3.63,Division 1
11/26/15,Notre Dame,Neutral,68,Monmouth,70,,Neutral Site,Loss,-2,6.93,7.81,Division 1
11/26/15,Monmouth,Neutral,70,Notre Dame,68,,Neutral Site,Win,2,7.81,6.93,Division 1
11/26/15,Western Michigan,Neutral,71,Stephen F. Austin,79,,Neutral Site,Loss,-8,-0.45,15.82,Division 1
11/26/15,Richmond,Neutral,59,West Virginia,67,,Neutral Site,Loss,-8,3.34,13.27,Division 1
11/26/15,Villanova,Neutral,59,Stanford,45,,Neutral Site,Win,14,13.93,1.56,Division 1
11/26/15,Stanford,Neutral,45,Villanova,59,,Neutral Site,Loss,-14,1.56,13.93,Division 1
11/26/15,Xavier,Neutral,64,Alabama,45,,Neutral Site,Win,19,10.60,0.03,Division 1
11/26/15,Alabama,Neutral,45,Xavier,64,,Neutral Site,Loss,-19,0.03,10.60,Division 1
11/26/15,West Virginia,Neutral,67,Richmond,59,,Neutral Site,Win,8,13.27,3.34,Division 1
11/26/15,Connecticut,Neutral,76,Syracuse,79,,Neutral Site,Loss,-3,11.03,5.00,Division 1
11/26/15,Stetson,Neutral,83,Bethune-Cookman,70,,Neutral Site,Win,13,-3.03,-1.74,Division 1
11/26/15,Bethune-Cookman,Neutral,70,Stetson,83,,Neutral Site,Loss,-13,-1.74,-3.03,Division 1
11/26/15,Washington,Neutral,70,Texas,82,,Neutral Site,Loss,-12,3.10,4.00,Division 1
11/26/15,Texas,Neutral,82,Washington,70,,Neutral Site,Win,12,4.00,3.10,Division 1
11/26/15,Syracuse,Neutral,79,Connecticut,76,,Neutral Site,Win,3,5.00,11.03,Division 1
11/26/15,Drexel,Neutral,66,North Carolina-Asheville,85,,Neutral Site,Loss,-19,-7.34,7.27,Division 1
11/26/15,Iowa,Neutral,77,Dayton,82,,Neutral Site,Loss,-5,9.76,7.69,Division 1
11/26/15,Dayton,Neutral,82,Iowa,77,,Neutral Site,Win,5,7.69,9.76,Division 1
11/26/15,East Carolina,Neutral,46,Arkansas-Little Rock,54,,Neutral Site,Loss,-8,-3.21,11.73,Division 1
11/26/15,Arkansas-Little Rock,Neutral,54,East Carolina,46,,Neutral Site,Win,8,11.73,-3.21,Division 1
11/26/15,North Carolina-Asheville,Neutral,85,Drexel,66,,Neutral Site,Win,19,7.27,-7.34,Division 1
11/26/15,Arizona,Neutral,75,Santa Clara,73,,Neutral Site,Win,2,12.76,-5.90,Division 1
11/26/15,Middle Tennessee,Away,75,Alaska-Anchorage,72,Home,,Win,3,3.43,0.00,Non Division 1
11/26/15,Alaska-Anchorage,Home,72,Middle Tennessee,75,Away,,Loss,-3,0.00,3.43,Non Division 1
11/26/15,UC-Irvine,Neutral,64,Boise State,71,,Neutral Site,Loss,-7,4.73,7.83,Division 1
11/26/15,Boise State,Neutral,71,UC-Irvine,64,,Neutral Site,Win,7,7.83,4.73,Division 1
11/26/15,Santa Clara,Neutral,73,Arizona,75,,Neutral Site,Loss,-2,-5.90,12.76,Division 1
11/26/15,Elon,Home,79,Mount St. Mary's,74,Away,,Win,5,0.55,-2.19,Division 1
11/26/15,Liberty,Neutral,62,Appalachian State,73,,Neutral Site,Loss,-11,-2.81,-7.72,Division 1
11/26/15,Appalachian State,Neutral,73,Liberty,62,,Neutral Site,Win,11,-7.72,-2.81,Division 1
11/26/15,Texas A&M,Neutral,62,Gonzaga,61,,Neutral Site,Win,1,10.33,13.50,Division 1
11/26/15,Charlotte,Neutral,47,Michigan,102,,Neutral Site,Loss,-55,-1.69,8.47,Division 1
11/26/15,Tulane,Neutral,61,Mercer,71,,Neutral Site,Loss,-10,-4.38,4.16,Division 1
11/26/15,Mercer,Neutral,71,Tulane,61,,Neutral Site,Win,10,4.16,-4.38,Division 1
11/26/15,Texas A&M-Corpus Christi,Neutral,73,Furman,69,,Neutral Site,Win,4,5.45,4.94,Division 1
11/26/15,Furman,Neutral,69,Texas A&M-Corpus Christi,73,,Neutral Site,Loss,-4,4.94,5.45,Division 1
11/26/15,Mount St. Mary's,Away,74,Elon,79,Home,,Loss,-5,-2.19,0.55,Division 1
11/26/15,Gonzaga,Neutral,61,Texas A&M,62,,Neutral Site,Loss,-1,13.50,10.33,Division 1
11/26/15,Georgia Tech,Neutral,83,Arkansas,73,,Neutral Site,Win,10,2.77,4.55,Division 1
11/26/15,Arkansas,Neutral,73,Georgia Tech,83,,Neutral Site,Loss,-10,4.55,2.77,Division 1
11/27/15,Winthrop,Away,79,North Carolina State,87,Home,,Loss,-8,6.34,1.34,Division 1
11/27/15,North Carolina State,Home,87,Winthrop,79,Away,,Win,8,1.34,6.34,Division 1
11/27/15,Notre Dame,Neutral,68,Iowa,62,,Neutral Site,Win,6,6.93,9.76,Division 1
11/27/15,Iowa,Neutral,62,Notre Dame,68,,Neutral Site,Loss,-6,9.76,6.93,Division 1
11/27/15,North Carolina-Asheville,Neutral,61,Middle Tennessee,63,,Neutral Site,Loss,-2,7.27,3.43,Division 1
11/27/15,Middle Tennessee,Neutral,63,North Carolina-Asheville,61,,Neutral Site,Win,2,3.43,7.27,Division 1
11/27/15,North Carolina-Greensboro,Home,66,Navy,70,Away,,Loss,-4,-0.26,3.03,Division 1
11/27/15,Navy,Away,70,North Carolina-Greensboro,66,Home,,Win,4,3.03,-0.26,Division 1
11/27/15,Alcorn State,Neutral,51,Oakland,84,,Neutral Site,Loss,-33,-5.70,7.77,Division 1
11/27/15,UC-Riverside,Away,81,Rice,87,Home,,Loss,-6,1.43,-4.10,Division 1
11/27/15,Oklahoma State,Home,79,Long Beach State,73,Away,,Win,6,-0.13,1.28,Division 1
11/27/15,Bethune-Cookman,Neutral,46,Sam Houston State,71,,Neutral Site,Loss,-25,-1.74,4.59,Division 1
11/27/15,Rice,Home,87,UC-Riverside,81,Away,,Win,6,-4.10,1.43,Division 1
11/27/15,Memphis,Neutral,81,Ohio State,76,,Neutral Site,Win,5,5.87,3.93,Division 1
11/27/15,Oakland,Neutral,84,Alcorn State,51,,Neutral Site,Win,33,7.77,-5.70,Division 1
11/27/15,Long Beach State,Away,73,Oklahoma State,79,Home,,Loss,-6,1.28,-0.13,Division 1
11/27/15,Ohio State,Neutral,76,Memphis,81,,Neutral Site,Loss,-5,3.93,5.87,Division 1
11/27/15,Miami (FL),Home,77,Northeastern,78,Away,,Loss,-1,9.93,0.94,Division 1
11/27/15,Mercer,Neutral,71,Appalachian State,70,,Neutral Site,Win,1,4.16,-7.72,Division 1
11/27/15,Boise State,Neutral,67,Michigan State,77,,Neutral Site,Loss,-10,7.83,16.45,Division 1
11/27/15,Northeastern,Away,78,Miami (FL),77,Home,,Win,1,0.94,9.93,Division 1
11/27/15,Maryland-Eastern Shore,Home,70,Saint Francis (PA),57,Away,,Win,13,-7.43,-2.38,Division 1
11/27/15,Marshall,Home,75,James Madison,89,Away,,Loss,-14,1.55,7.19,Division 1
11/27/15,Appalachian State,Neutral,70,Mercer,71,,Neutral Site,Loss,-1,-7.72,4.16,Division 1
11/27/15,Saint Francis (PA),Away,57,Maryland-Eastern Shore,70,Home,,Loss,-13,-2.38,-7.43,Division 1
11/27/15,Michigan State,Neutral,77,Boise State,67,,Neutral Site,Win,10,16.45,7.83,Division 1
11/27/15,Mount St. Mary's,Neutral,60,Furman,69,,Neutral Site,Loss,-9,-2.19,4.94,Division 1
11/27/15,Furman,Neutral,69,Mount St. Mary's,60,,Neutral Site,Win,9,4.94,-2.19,Division 1
11/27/15,Nebraska,Neutral,61,Cincinnati,65,,Neutral Site,Loss,-4,3.47,11.83,Division 1
11/27/15,Cincinnati,Neutral,65,Nebraska,61,,Neutral Site,Win,4,11.83,3.47,Division 1
11/27/15,Nebraska-Omaha,Away,90,Minnesota,93,Home,,Loss,-3,4.20,-4.18,Division 1
11/27/15,Minnesota,Home,93,Nebraska-Omaha,90,Away,,Win,3,-4.18,4.20,Division 1
11/27/15,William Woods,Away,56,Missouri State,77,Home,,Loss,-21,0.00,-5.33,Non Division 1
11/27/15,Missouri State,Home,77,William Woods,56,Away,,Win,21,-5.33,0.00,Non Division 1
11/27/15,Sam Houston State,Neutral,71,Bethune-Cookman,46,,Neutral Site,Win,25,4.59,-1.74,Division 1
11/27/15,Syracuse,Neutral,74,Texas A&M,67,,Neutral Site,Win,7,5.00,10.33,Division 1
11/27/15,Texas,Neutral,72,Michigan,78,,Neutral Site,Loss,-6,4.00,8.47,Division 1
11/27/15,Stephen F. Austin,Neutral,59,Tulane,60,,Neutral Site,Loss,-1,15.82,-4.38,Division 1
11/27/15,Texas A&M,Neutral,67,Syracuse,74,,Neutral Site,Loss,-7,10.33,5.00,Division 1
11/27/15,Robert Morris,Away,72,Tennessee Tech,85,Home,,Loss,-13,-5.68,3.86,Division 1
11/27/15,Tennessee,Neutral,70,George Washington,73,,Neutral Site,Loss,-3,-0.52,7.33,Division 1
11/27/15,Michigan,Neutral,78,Texas,72,,Neutral Site,Win,6,8.47,4.00,Division 1
11/27/15,Tennessee Tech,Home,85,Robert Morris,72,Away,,Win,13,3.86,-5.68,Division 1
11/27/15,Tulane,Neutral,60,Stephen F. Austin,59,,Neutral Site,Win,1,-4.38,15.82,Division 1
11/27/15,Wichita State,Neutral,60,Alabama,64,,Neutral Site,Loss,-4,14.80,0.03,Division 1
11/27/15,Alabama,Neutral,64,Wichita State,60,,Neutral Site,Win,4,0.03,14.80,Division 1
11/27/15,Xavier,Neutral,87,Southern California,77,,Neutral Site,Win,10,10.60,6.34,Division 1
11/27/15,Southern California,Neutral,77,Xavier,87,,Neutral Site,Loss,-10,6.34,10.60,Division 1
11/27/15,Utah,Home,102,Idaho State,72,Away,,Win,30,10.17,-0.57,Division 1
11/27/15,Idaho State,Away,72,Utah,102,Home,,Loss,-30,-0.57,10.17,Division 1
11/27/15,Villanova,Neutral,69,Georgia Tech,52,,Neutral Site,Win,17,13.93,2.77,Division 1
11/27/15,Georgia Tech,Neutral,52,Villanova,69,,Neutral Site,Loss,-17,2.77,13.93,Division 1
11/27/15,South Carolina,Home,92,Lipscomb,76,Away,,Win,16,7.30,-2.44,Division 1
11/27/15,Lipscomb,Away,76,South Carolina,92,Home,,Loss,-16,-2.44,7.30,Division 1
11/27/15,South Carolina Upstate,Home,80,Georgia Southern,84,Away,,Loss,-4,-5.63,2.43,Division 1
11/27/15,Georgia Southern,Away,84,South Carolina Upstate,80,Home,,Win,4,2.43,-5.63,Division 1
11/27/15,San Jose State,Neutral,76,San Diego,67,,Neutral Site,Win,9,-3.11,-8.59,Division 1
11/27/15,San Diego,Neutral,67,San Jose State,76,,Neutral Site,Loss,-9,-8.59,-3.11,Division 1
